Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Year,Month,Day
0,13.7,17.5,0.0,0.0,0.0,8,43.0,4,2,7,7,62.0,64.0,1015.3,1016.3,0.0,0.0,15.0,15.8,0,0.0,2024,8,28
0,8.2,23.0,0.0,0.0,0.0,7,54.0,1,0,1,4,83.0,49.0,1015.1,1006.3,0.0,0.0,12.0,21.2,0,0.0,2024,8,29
0,11.6,16.1,5.5,0.0,0.0,3,65.0,5,2,8,8,54.0,56.0,1023.7,1027.2,0.0,0.0,13.0,15.5,1,0.0,2024,9,2
0,6.0,21.2,0.0,0.0,0.0,5,31.0,0,0,9,7,69.0,36.0,1032.1,1026.4,0.0,0.0,13.2,20.2,0,0.0,2024,9,3
0,12.4,25.3,0.0,0.0,0.0,2,46.0,2,0,4,0,29.0,30.0,1019.2,1012.6,0.0,0.0,18.6,22.1,0,0.0,2024,9,4
0,16.9,27.3,0.4,0.0,0.0,0,33.0,0,7,3,5,36.0,30.0,1012.5,1007.8,0.0,0.0,21.2,24.1,0,0.0,2024,9,5
0,9.3,18.5,2.6,0.0,0.0,8,31.0,2,1,3,8,99.0,55.0,1027.2,1025.0,0.0,0.0,11.4,17.5,1,0.0,2024,9,7
0,10.0,18.4,0.0,0.0,0.0,7,43.0,3,1,1,7,90.0,73.0,1024.0,1021.9,0.0,0.0,13.0,16.1,0,0.0,2024,9,8
0,12.3,18.1,0.8,0.0,0.0,8,35.0,5,2,0,3,81.0,66.0,1023.5,1022.0,0.0,0.0,14.5,16.7,0,0.0,2024,9,9
0,8.6,22.3,0.2,0.0,0.0,7,26.0,0,1,1,1,71.0,43.0,1023.3,1020.2,0.0,0.0,15.4,21.4,0,0.0,2024,9,10
0,8.9,18.2,0.0,0.0,0.0,9,44.0,5,7,1,9,75.0,55.0,1025.4,1026.2,0.0,0.0,14.7,17.3,0,0.0,2024,9,11
0,4.7,18.0,0.6,0.0,0.0,3,43.0,6,7,9,7,66.0,57.0,1034.5,1032.3,0.0,0.0,13.2,16.8,0,0.0,2024,9,12
0,4.3,16.5,0.0,0.0,0.0,3,28.0,7,7,9,1,67.0,64.0,1033.4,1030.9,0.0,0.0,13.4,15.9,0,0.0,2024,9,13
0,6.0,16.0,0.0,0.0,0.0,10,56.0,7,8,9,10,85.0,50.0,1032.7,1031.4,0.0,0.0,12.3,15.1,0,0.0,2024,9,14
0,6.3,16.7,0.0,0.0,0.0,11,39.0,8,9,0,7,54.0,39.0,1037.75,1034.7,0.0,0.0,11.2,15.9,0,0.0,2024,9,15
0,2.8,18.3,0.0,0.0,0.0,3,33.0,2,2,5,8,62.0,55.0,1037.3,1032.8,0.0,0.0,10.7,16.3,0,0.0,2024,9,16
0,1.3,19.7,0.0,0.0,0.0,7,28.0,1,1,9,7,66.0,25.0,1030.6,1025.1,0.0,0.0,11.1,19.1,0,0.0,2024,9,17
0,7.5,21.9,0.0,0.0,0.0,1,41.0,1,2,1,1,40.0,30.0,1018.2,1015.1,0.0,0.0,15.4,21.1,0,0.0,2024,9,18
0,8.2,15.9,0.8,0.0,0.0,3,43.0,9,2,4,10,75.0,60.0,1016.1,1016.3,0.0,0.0,13.9,15.0,0,0.0,2024,9,19
0,12.0,18.8,1.8,0.0,0.0,8,37.0,10,1,1,7,92.0,56.0,1019.3,1018.2,0.0,0.0,13.3,18.4,1,0.0,2024,9,22
0,9.9,20.9,0.2,0.0,0.0,7,22.0,3,1,9,0,83.0,50.0,1020.5,1018.0,0.0,0.0,15.0,19.5,0,0.0,2024,9,23
0,11.3,24.5,0.0,0.0,0.0,2,37.0,2,2,6,3,52.0,50.0,1013.8,1010.4,0.0,0.0,20.0,20.4,0,0.0,2024,9,24
0,12.3,19.6,0.0,0.0,0.0,9,46.0,9,10,9,8,73.0,68.0,1014.0,1016.9,0.0,0.0,17.7,13.9,0,0.0,2024,9,25
0,7.0,17.7,0.2,0.0,0.0,10,28.0,11,11,0,0,49.0,38.0,1029.0,1026.2,0.0,0.0,12.1,16.9,0,0.0,2024,9,26
0,6.6,22.2,0.0,0.0,0.0,6,30.0,2,2,0,1,52.0,44.0,1027.5,1022.6,0.0,0.0,14.4,20.0,0,0.0,2024,9,27
0,9.5,19.9,0.0,0.0,0.0,12,26.0,10,12,6,0,76.0,52.0,1028.1,1025.6,0.0,0.0,16.0,19.4,0,0.0,2024,10,1
0,11.3,25.1,0.0,0.0,0.0,6,31.0,0,0,3,11,49.0,26.0,1027.0,1022.8,0.0,0.0,19.3,24.6,0,0.0,2024,10,2
0,13.2,20.8,1.4,0.0,0.0,7,41.0,10,12,10,8,64.0,58.0,1011.2,1010.0,0.0,0.0,18.1,19.4,1,0.0,2024,10,4
0,12.5,21.0,5.5,0.0,0.0,8,43.0,4,3,11,8,78.0,62.0,1016.4,1016.6,0.0,0.0,16.3,20.0,1,0.0,2024,10,6
0,7.0,20.1,0.0,0.0,0.0,10,30.0,2,4,9,2,54.0,32.0,1028.3,1025.3,0.0,0.0,12.5,19.6,0,0.0,2024,10,8
0,11.9,27.8,0.0,0.0,0.0,0,31.0,0,5,1,0,42.0,22.0,1023.4,1018.9,0.0,0.0,15.6,25.5,0,0.0,2024,10,9
0,13.6,21.2,0.0,0.0,0.0,13,31.0,12,4,4,1,60.0,42.0,1023.2,1023.1,0.0,0.0,15.3,20.3,0,0.0,2024,10,10
0,6.7,22.0,0.0,0.0,0.0,3,37.0,7,8,9,0,63.0,41.0,1029.7,1026.9,0.0,0.0,13.9,21.2,0,0.0,2024,10,11
0,7.6,24.4,0.0,0.0,0.0,6,28.0,11,7,9,5,56.0,52.0,1027.4,1024.0,0.0,0.0,15.3,19.4,0,0.0,2024,10,12
0,14.7,29.6,0.0,0.0,0.0,4,28.0,13,7,1,0,31.0,17.0,1018.1,1015.1,0.0,0.0,19.9,25.6,0,0.0,2024,10,13
0,18.9,31.4,1.2,0.0,0.0,0,48.0,0,0,10,0,48.0,31.0,1013.6,1010.6,0.0,0.0,22.6,29.9,1,0.0,2024,10,15
0,19.5,33.4,0.0,0.0,0.0,3,31.0,0,1,1,3,61.0,30.0,1011.9,1008.2,0.0,0.0,21.7,32.6,0,0.0,2024,10,16
0,15.4,19.6,5.5,0.0,0.0,3,41.0,5,7,11,4,87.0,67.0,1007.8,1012.1,0.0,0.0,15.8,17.9,1,0.0,2024,10,18
0,8.1,21.9,0.2,0.0,0.0,3,28.0,6,2,9,7,74.0,59.0,1020.5,1020.4,0.0,0.0,15.1,21.2,0,0.0,2024,10,19
0,8.8,25.0,0.0,0.0,0.0,3,22.0,1,7,2,0,62.0,51.0,1023.8,1021.2,0.0,0.0,17.0,23.8,0,0.0,2024,10,20
0,13.2,33.2,0.0,0.0,0.0,1,33.0,0,6,1,0,48.0,24.0,1017.5,1012.8,0.0,0.0,21.9,31.4,0,0.0,2024,10,21
0,16.5,24.3,0.0,0.0,0.0,6,30.0,0,7,1,7,73.0,58.0,1014.1,1013.8,0.0,0.0,19.0,23.4,0,0.0,2024,10,22
0,13.0,20.9,0.0,0.0,0.0,12,50.0,9,7,9,8,69.0,43.0,1015.2,1015.6,0.0,0.0,16.4,19.9,0,0.0,2024,10,23
0,10.1,19.4,0.0,0.0,0.0,3,35.0,9,2,0,7,49.0,32.0,1021.2,1020.7,0.0,0.0,16.1,18.9,0,0.0,2024,10,24
0,7.5,20.6,0.0,0.0,0.0,3,24.0,12,7,5,0,56.0,51.0,1023.8,1021.2,0.0,0.0,16.8,19.2,0,0.0,2024,10,25
0,13.9,28.7,0.0,0.0,0.0,1,44.0,0,3,1,6,41.0,17.0,1016.6,1013.9,0.0,0.0,19.6,27.8,0,0.0,2024,10,26
0,12.3,26.2,0.0,0.0,0.0,12,41.0,0,7,5,7,44.0,48.0,1016.6,1017.4,0.0,0.0,21.4,24.3,0,0.0,2024,10,27
0,10.4,23.7,0.0,0.0,0.0,12,37.0,12,7,3,8,62.0,52.0,1026.3,1024.7,0.0,0.0,16.1,20.7,0,0.0,2024,10,28
0,8.3,24.9,0.0,0.0,0.0,3,28.0,9,7,5,1,63.0,41.0,1027.9,1024.9,0.0,0.0,16.7,24.1,0,0.0,2024,10,29
0,10.1,28.1,0.0,0.0,0.0,12,28.0,14,7,12,0,41.0,24.0,1019.9,1016.0,0.0,0.0,20.2,27.3,0,0.0,2024,10,30
0,9.1,23.7,0.0,0.0,0.0,14,31.0,8,1,1,11,51.0,30.0,1021.5,1018.7,0.0,0.0,15.1,23.0,0,0.0,2024,11,1
0,14.6,33.6,0.0,0.0,0.0,1,50.0,2,3,4,12,26.0,21.0,1014.6,1008.3,0.0,0.0,22.2,31.5,0,0.0,2024,11,2
0,15.6,22.1,0.0,0.0,0.0,9,35.0,9,7,1,5,62.0,45.0,1013.1,1013.0,0.0,0.0,16.8,21.4,0,0.0,2024,11,3
0,13.4,23.1,0.0,0.0,0.0,3,26.0,5,2,2,0,62.0,41.0,1017.8,1017.0,0.0,0.0,17.1,21.9,0,0.0,2024,11,4
0,17.1,22.9,2.0,0.0,0.0,0,33.0,4,7,4,0,83.0,55.0,1009.5,1010.4,0.0,0.0,18.6,21.5,1,0.0,2024,11,6
0,11.6,21.7,0.2,0.0,0.0,7,56.0,1,7,1,10,69.0,60.0,1013.4,1012.4,0.0,0.0,16.4,19.0,0,0.0,2024,11,7
0,13.5,21.0,0.6,0.0,0.0,3,48.0,9,4,4,0,68.0,40.0,1016.6,1018.0,0.0,0.0,16.1,20.3,0,0.0,2024,11,8
0,9.5,23.2,0.0,0.0,0.0,12,24.0,10,12,12,3,57.0,41.0,1020.4,1018.3,0.0,0.0,15.3,20.3,0,0.0,2024,11,9
0,10.9,27.9,0.0,0.0,0.0,3,26.0,11,7,5,0,56.0,40.0,1022.7,1018.2,0.0,0.0,19.0,25.2,0,0.0,2024,11,10
0,15.0,31.2,0.2,0.0,0.0,6,31.0,15,13,3,1,35.0,30.0,1016.7,1012.5,0.0,0.0,24.3,30.4,0,0.0,2024,11,11
0,17.9,28.1,0.0,0.0,0.0,9,37.0,1,7,3,1,62.0,47.0,1012.4,1010.6,0.0,0.0,22.8,26.3,0,0.0,2024,11,12
0,15.1,22.3,0.0,0.0,0.0,3,33.0,6,2,1,8,62.0,59.0,1018.4,1018.2,0.0,0.0,17.2,21.0,0,0.0,2024,11,13
0,9.2,21.0,0.0,0.0,0.0,3,37.0,7,7,2,8,53.0,47.0,1022.3,1019.8,0.0,0.0,16.0,19.7,0,0.0,2024,11,14
0,13.1,20.1,5.5,0.0,0.0,3,46.0,5,7,13,9,63.0,50.0,1012.3,1015.0,0.0,0.0,16.6,18.8,1,0.0,2024,11,17
0,14.3,20.6,0.0,0.0,0.0,9,39.0,7,2,9,7,55.0,52.0,1022.9,1023.0,0.0,0.0,17.5,20.2,0,0.0,2024,11,18
0,9.3,25.0,0.0,0.0,0.0,3,37.0,8,2,5,4,53.0,52.0,1026.0,1022.4,0.0,0.0,16.7,21.1,0,0.0,2024,11,19
0,10.4,30.3,0.0,0.0,0.0,8,30.0,13,2,1,5,46.0,23.0,1021.8,1019.2,0.0,0.0,20.4,29.5,0,0.0,2024,11,20
0,14.7,35.8,0.0,0.0,0.0,11,28.0,0,7,9,0,29.0,13.0,1018.2,1015.3,0.0,0.0,27.1,34.5,0,0.0,2024,11,21
0,26.3,37.5,0.0,0.0,0.0,5,39.0,2,2,4,3,26.0,25.0,1016.0,1012.6,0.0,0.0,31.0,34.9,0,0.0,2024,11,22
0,17.8,26.5,1.2,0.0,0.0,3,24.0,1,7,2,0,77.0,70.0,1017.1,1015.2,0.0,0.0,21.4,23.4,1,0.0,2024,11,24
0,17.3,28.5,0.0,0.0,0.0,3,26.0,1,2,5,2,61.0,64.0,1012.7,1009.6,0.0,0.0,23.1,24.2,0,0.0,2024,11,25
0,15.6,23.2,3.6,0.0,0.0,8,54.0,14,12,13,13,88.0,59.0,1003.7,1004.8,0.0,0.0,16.9,22.6,1,0.0,2024,11,27
0,15.0,22.5,0.8,0.0,0.0,9,31.0,7,10,0,3,71.0,63.0,1016.1,1016.2,0.0,0.0,18.3,20.4,0,0.0,2024,11,28
0,16.1,27.8,0.0,0.0,0.0,7,30.0,4,12,0,0,67.0,43.0,1007.9,1006.6,0.0,0.0,19.6,24.5,0,0.0,2024,12,1
0,17.3,23.6,5.5,0.0,0.0,3,33.0,9,7,1,1,80.0,56.0,1006.6,1009.7,0.0,0.0,18.3,23.1,1,0.0,2024,12,3
0,10.0,31.8,0.0,0.0,0.0,3,28.0,2,2,2,1,38.0,36.0,1015.2,1012.5,0.0,0.0,20.1,27.7,0,0.0,2024,12,4
0,19.6,33.4,2.4,0.0,0.0,3,69.0,8,0,1,1,48.0,48.0,1012.9,1010.6,0.0,0.0,26.1,31.3,1,0.0,2024,12,6
0,22.4,26.5,0.0,0.0,0.0,12,41.0,6,7,0,8,76.0,65.0,1011.3,1013.0,0.0,0.0,23.4,24.3,0,0.0,2024,12,7
0,12.4,23.5,0.0,0.0,0.0,12,41.0,7,2,5,7,56.0,53.0,1018.5,1016.2,0.0,0.0,18.8,22.7,0,0.0,2024,12,8
0,16.4,27.0,0.0,0.0,0.0,12,30.0,7,2,5,1,59.0,42.0,1017.2,1014.1,0.0,0.0,19.2,25.3,0,0.0,2024,12,9
0,13.3,27.8,0.0,0.0,0.0,3,39.0,12,7,9,10,56.0,43.0,1017.3,1014.6,0.0,0.0,20.6,25.2,0,0.0,2024,12,10
0,11.7,24.0,0.0,0.0,0.0,12,33.0,11,7,1,8,56.0,48.0,1017.1,1014.4,0.0,0.0,18.6,22.5,0,0.0,2024,12,11
0,12.0,26.5,0.0,0.0,0.0,12,30.0,1,7,5,8,61.0,42.0,1012.8,1010.5,0.0,0.0,19.4,24.8,0,0.0,2024,12,12
0,14.5,29.1,0.0,0.0,0.0,12,35.0,12,7,9,8,65.0,59.0,1012.1,1010.0,0.0,0.0,20.5,25.4,0,0.0,2024,12,13
0,13.9,30.9,0.0,0.0,0.0,3,26.0,0,7,9,3,36.0,35.0,1009.4,1008.3,0.0,0.0,23.8,28.2,0,0.0,2024,12,14
0,18.4,38.7,0.0,0.0,0.0,7,39.0,2,3,9,0,27.0,23.0,1008.9,1006.6,0.0,0.0,30.4,36.3,0,0.0,2024,12,15
0,29.6,38.4,0.0,0.0,0.0,12,46.0,1,4,0,0,22.5,35.0,1002.1,1002.3,0.0,0.0,35.9,34.6,0,0.0,2024,12,16
0,17.5,24.7,0.0,0.0,0.0,3,44.0,6,2,11,4,53.0,45.0,1016.1,1015.9,0.0,0.0,20.4,23.8,0,0.0,2024,12,17
0,13.8,29.0,0.0,0.0,0.0,4,37.0,8,11,0,1,50.0,24.0,1020.3,1016.9,0.0,0.0,19.1,27.5,0,0.0,2024,12,18
0,16.1,33.7,0.0,0.0,0.0,12,30.0,2,7,1,0,32.0,17.0,1015.3,1011.5,0.0,0.0,24.9,33.3,0,0.0,2024,12,19
0,15.5,26.4,0.0,0.0,0.0,15,37.0,7,11,1,0,52.0,35.0,1016.5,1013.1,0.0,0.0,19.3,25.5,0,0.0,2024,12,21
0,13.3,22.9,0.0,0.0,0.0,12,44.0,7,2,3,10,55.0,49.0,1014.4,1012.0,0.0,0.0,18.8,21.8,0,0.0,2024,12,22
0,10.8,22.7,0.0,0.0,0.0,12,46.0,7,7,4,9,49.0,44.0,1016.3,1016.3,0.0,0.0,17.4,20.8,0,0.0,2024,12,23
0,12.0,29.4,0.0,0.0,0.0,8,26.0,0,7,5,0,58.0,35.0,1018.2,1014.5,0.0,0.0,18.1,27.2,0,0.0,2024,12,24
0,17.6,36.6,0.0,0.0,0.0,1,35.0,1,12,1,1,26.0,14.0,1012.5,1007.8,0.0,0.0,29.1,35.9,0,0.0,2024,12,25
0,26.8,26.9,0.0,0.0,0.0,3,54.0,14,2,0,4,38.0,67.0,1003.7,1003.3,0.0,0.0,26.8,22.5,0,0.0,2024,12,26
0,15.3,21.8,0.0,0.0,0.0,12,43.0,6,7,4,7,57.0,57.0,1011.4,1012.1,0.0,0.0,18.0,18.9,0,0.0,2024,12,27
0,14.3,25.5,4.2,0.0,0.0,12,31.0,1,7,9,0,80.0,45.0,1018.9,1017.7,0.0,0.0,17.9,23.9,1,0.0,2024,12,29
0,14.0,30.2,0.0,0.0,0.0,3,31.0,0,7,9,0,62.0,31.0,1018.0,1017.0,0.0,0.0,21.6,28.5,0,0.0,2024,12,30
0,14.3,27.4,0.0,0.0,0.0,3,43.0,7,7,1,9,58.0,49.0,1019.6,1018.3,0.0,0.0,19.7,24.8,0,0.0,2025,1,1
0,14.2,28.2,0.0,0.0,0.0,13,26.0,1,11,5,5,56.0,27.0,1022.6,1019.5,0.0,0.0,18.8,27.1,0,0.0,2025,1,2
0,13.4,34.8,0.0,0.0,0.0,11,26.0,1,2,9,1,31.0,18.0,1015.9,1012.6,0.0,0.0,24.9,32.9,0,0.0,2025,1,3
0,19.1,37.8,0.0,0.0,0.0,7,26.0,0,0,9,7,24.0,12.0,1010.3,1009.0,0.0,0.0,28.7,35.3,0,0.0,2025,1,4
0,16.2,24.2,3.6,0.0,0.0,15,39.0,12,11,1,7,77.0,53.0,1019.3,1019.9,0.0,0.0,18.8,21.9,1,0.0,2025,1,6
0,13.4,27.7,0.0,0.0,0.0,14,46.0,8,9,4,3,47.0,26.0,1023.0,1019.3,0.0,0.0,18.0,26.5,0,0.0,2025,1,7
0,13.3,32.8,0.0,0.0,0.0,12,33.0,5,7,6,1,53.0,25.0,1016.1,1011.3,0.0,0.0,22.7,31.1,0,0.0,2025,1,8
0,18.9,32.9,0.0,0.0,0.0,3,35.0,12,7,2,7,44.0,33.0,1012.0,1011.4,0.0,0.0,23.6,30.3,0,0.0,2025,1,9
0,15.1,32.7,0.0,0.0,0.0,12,31.0,1,2,2,7,33.0,41.0,1014.1,1011.6,0.0,0.0,24.3,30.6,0,0.0,2025,1,10
0,18.9,34.1,0.0,0.0,0.0,12,41.0,5,7,12,8,51.0,27.0,1009.6,1007.1,0.0,0.0,25.8,31.8,0,0.0,2025,1,11
0,19.3,35.4,0.0,0.0,0.0,3,37.0,2,7,6,10,47.0,25.0,1007.4,1004.9,0.0,0.0,24.9,34.4,0,0.0,2025,1,12
0,19.6,30.4,0.0,0.0,0.0,3,33.0,4,7,2,5,46.0,47.0,1006.1,1005.9,0.0,0.0,26.0,29.0,0,0.0,2025,1,13
0,16.2,32.9,0.0,0.0,0.0,3,31.0,0,2,2,3,74.0,56.0,1007.8,1003.5,0.0,0.0,22.6,27.5,0,0.0,2025,1,14
0,20.1,23.8,0.6,0.0,0.0,12,50.0,9,7,10,9,65.0,40.0,1005.1,1007.9,0.0,0.0,21.1,23.0,0,0.0,2025,1,15
0,14.9,24.3,0.0,0.0,0.0,12,35.0,6,4,1,0,65.0,52.0,1015.3,1015.5,0.0,0.0,18.3,22.8,0,0.0,2025,1,16
0,15.4,30.2,0.0,0.0,0.0,11,33.0,7,8,6,0,59.0,37.0,1019.7,1016.6,0.0,0.0,21.3,28.8,0,0.0,2025,1,17
0,18.8,34.8,0.0,0.0,0.0,4,35.0,13,4,1,7,25.0,18.0,1016.5,1014.6,0.0,0.0,27.1,33.2,0,0.0,2025,1,18
0,23.8,38.7,0.0,0.0,0.0,11,30.0,0,7,6,0,27.0,16.0,1014.5,1012.0,0.0,0.0,30.9,36.8,0,0.0,2025,1,19
0,16.6,28.8,0.0,0.0,0.0,12,41.0,7,7,9,10,57.0,53.0,1010.0,1008.6,0.0,0.0,22.8,26.9,0,0.0,2025,1,21
0,17.1,27.8,0.0,0.0,0.0,9,37.0,11,11,4,7,56.0,40.0,1014.5,1012.9,0.0,0.0,20.8,26.7,0,0.0,2025,1,22
0,14.6,23.9,0.0,0.0,0.0,12,46.0,7,10,12,3,56.0,47.0,1010.9,1010.9,0.0,0.0,19.8,22.5,0,0.0,2025,1,23
0,11.6,26.5,0.0,0.0,0.0,9,39.0,7,2,9,4,57.0,55.0,1015.7,1013.8,0.0,0.0,18.8,23.5,0,0.0,2025,1,24
0,12.9,30.4,0.0,0.0,0.0,12,28.0,10,2,12,7,56.0,31.0,1014.6,1013.3,0.0,0.0,20.7,29.0,0,0.0,2025,1,25
0,16.9,36.7,0.0,0.0,0.0,12,28.0,4,2,12,11,45.0,23.0,1012.5,1008.7,0.0,0.0,24.5,34.0,0,0.0,2025,1,26
0,24.2,36.9,0.0,0.0,0.0,12,43.0,1,7,0,1,22.5,54.0,1003.4,1006.2,0.0,0.0,33.6,28.3,0,0.0,2025,1,27
0,17.6,28.3,0.0,0.0,0.0,9,41.0,6,7,4,7,57.0,40.0,1018.3,1016.7,0.0,0.0,20.3,27.5,0,0.0,2025,1,28
0,15.3,26.8,0.0,0.0,0.0,12,39.0,8,2,1,4,54.0,43.0,1020.0,1016.9,0.0,0.0,18.8,24.9,0,0.0,2025,1,29
0,14.7,27.3,0.0,0.0,0.0,13,31.0,8,10,11,0,52.0,35.0,1018.0,1015.5,0.0,0.0,18.2,25.8,0,0.0,2025,1,30
0,15.9,35.2,0.0,0.0,0.0,11,31.0,9,7,2,1,49.0,22.0,1014.9,1010.8,0.0,0.0,24.7,34.5,0,0.0,2025,2,1
0,21.5,40.5,0.0,0.0,0.0,6,50.0,3,7,9,7,30.0,15.0,1010.7,1008.1,0.0,0.0,28.9,39.2,0,0.0,2025,2,2
0,23.8,41.2,0.0,0.0,0.0,0,31.0,2,2,3,1,32.0,19.0,1008.1,1006.0,0.0,0.0,33.2,40.3,0,0.0,2025,2,3
0,24.6,35.0,0.0,0.0,0.0,13,37.0,7,8,12,7,59.0,34.0,1008.3,1008.5,0.0,0.0,28.9,32.2,0,0.0,2025,2,4
0,17.2,30.9,0.0,0.0,0.0,10,31.0,11,9,1,3,54.0,31.0,1013.8,1011.0,0.0,0.0,20.2,29.7,0,0.0,2025,2,5
0,16.8,29.6,0.0,0.0,0.0,13,39.0,11,11,9,10,59.0,36.0,1010.7,1009.2,0.0,0.0,22.5,28.0,0,0.0,2025,2,7
0,17.0,26.9,0.0,0.0,0.0,10,44.0,11,8,4,1,52.0,40.0,1012.8,1009.9,0.0,0.0,20.2,26.2,0,0.0,2025,2,8
0,15.4,29.7,0.0,0.0,0.0,14,46.0,8,11,5,0,60.0,32.0,1012.0,1008.4,0.0,0.0,20.1,28.9,0,0.0,2025,2,9
0,17.3,33.7,0.0,0.0,0.0,14,33.0,0,3,5,5,61.0,32.0,1009.9,1007.7,0.0,0.0,23.0,32.8,0,0.0,2025,2,10
0,22.6,38.4,0.0,0.0,0.0,0,30.0,0,7,0,1,34.0,15.0,1007.3,1006.1,0.0,0.0,28.9,37.6,0,0.0,2025,2,11
0,28.3,43.3,0.0,0.0,0.0,0,30.0,0,7,1,5,27.0,16.0,1005.3,1001.9,0.0,0.0,32.1,42.0,0,0.0,2025,2,12
0,16.1,23.3,0.0,0.0,0.0,9,46.0,7,4,0,0,55.0,43.0,1015.2,1015.6,0.0,0.0,18.7,23.2,0,0.0,2025,2,15
0,13.2,24.4,0.0,0.0,0.0,3,39.0,13,1,9,7,56.0,40.0,1021.0,1018.9,0.0,0.0,14.9,22.2,0,0.0,2025,2,16
0,14.6,29.1,0.0,0.0,0.0,6,28.0,0,2,1,7,34.0,22.0,1020.0,1017.7,0.0,0.0,19.8,26.8,0,0.0,2025,2,17
0,13.4,27.9,0.0,0.0,0.0,13,37.0,8,8,3,8,61.0,36.0,1020.2,1017.6,0.0,0.0,19.4,26.4,0,0.0,2025,2,18
0,13.7,25.3,0.0,0.0,0.0,15,35.0,11,10,1,1,56.0,37.0,1022.1,1019.7,0.0,0.0,16.9,24.2,0,0.0,2025,2,19
0,13.5,27.5,0.0,0.0,0.0,14,33.0,15,14,1,0,56.0,29.0,1023.7,1020.6,0.0,0.0,17.2,25.9,0,0.0,2025,2,20
0,13.3,32.1,0.0,0.0,0.0,3,26.0,0,2,5,7,44.0,21.0,1018.7,1015.8,0.0,0.0,22.0,30.1,0,0.0,2025,2,21
0,21.9,38.7,0.0,0.0,0.0,12,52.0,2,1,3,4,22.5,12.0,1011.3,1008.2,0.0,0.0,29.5,35.3,0,0.0,2025,2,22
0,19.0,25.8,0.0,0.0,0.0,3,43.0,5,7,4,10,60.0,47.0,1017.1,1017.7,0.0,0.0,20.7,24.1,0,0.0,2025,2,23
0,15.1,34.7,0.0,0.0,0.0,11,28.0,1,2,5,0,45.0,21.0,1020.9,1017.8,0.0,0.0,24.0,33.6,0,0.0,2025,2,25
0,15.3,26.3,0.0,0.0,0.0,12,37.0,12,7,3,7,70.0,56.0,1015.3,1015.6,0.0,0.0,20.6,24.4,0,0.0,2025,3,1
0,14.5,26.1,0.0,0.0,0.0,13,39.0,7,11,5,0,71.0,44.0,1019.5,1018.3,0.0,0.0,19.0,25.0,0,0.0,2025,3,2
